"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2019-177339","特願2018-067813","2018/03/30","2019/10/17","アルカリ珪酸化物の再生方法及びＣＯ２の回収・分解方法","新日鐵住金株式会社","B01J20/34@H,B01D53/14,100,B01J20/10@C,C01B32/50","(57)【要約】
【課題】ＣＯ２を含んだＣＯ２含有ガスをアルカリ珪酸化物に接触させて、アルカリ珪酸<BR>化物にＣＯ２を吸収させ、加熱してＣＯ２を炭素に分解して、炭素を分離する方法におい<BR>て、生成炭素が沈着し、ＣＯ２の回収と分解特性が劣化したアルカリ珪酸化物を簡便な方<BR>法により再生させる方法を提供する。また、このような再生方法を利用して、アルカリ珪<BR>酸化物によるＣＯ２の回収と炭素の分離を繰り返す方法を提供する。
【解決手段】生成炭素が沈着し、ＣＯ２の回収と分解特性が劣化したアルカリ珪酸化物を<BR>酸化雰囲気中で融点以上に加熱することにより、前記アルカリ珪酸化物から沈着した生成<BR>炭素を完全に除去して、ＣＯ２の回収と分解特性を回復させる。また、このようなアルカ<BR>リ珪酸化物の再生方法を利用して、ＣＯ２の回収と炭素の分離を繰り返し行うことができ<BR>るようにする。
【選択図】なし
","特開2019-177339","","特許7035725","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-177339/2E9C64F9F48792CEB60975517A1012D329E3D61C3C2BB5F1C3CB824679754DBE/11/ja"
"特表2021-520337","特願2021-503708","2019/04/04","2019/10/10","炭素捕捉を利用するレディーミックスコンクリート生産及び関連システム","ミードル６８　エルピー","C04B28/02,C04B18/16,B28C5/00,B28C7/00,B01D53/14,210,C04B18/167","(57)【要約】
  ＣＯ２隔離のための例示的な方法は、（ｉ）レディー<BR>ミックスコンクリート生産システムによって生産される<BR>レディーミックスコンクリート、及び／又は（ｉｉ）レ<BR>ディーミックスコンクリート生産及び送達システムの動<BR>作中に使用される水を処理することによって形成される<BR>炭酸カルシウムにおいて、レディーミックスコンクリー<BR>ト生産システムの動作中に排出されるＣＯ２気体の少な<BR>くとも一部を隔離するステップを含むことができる。
【選択図】図１
","特表2021-520337","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2021-520337/6E0BDEFD4B4283B403D7D03BE71F4A40D782E42C55BE1E120F3645BAB1565798/11/ja"
"特表2021-519872","特願2020-554156","2019/04/03","2019/10/10","活性化多孔質繊維およびそれを含む製品","ユニフラックス　アイ　エルエルシー","D06M11/83,B01J35/10,301@J,B01J35/04,351,B01J35/04,341,B01J23/44@A,D01F9/08,D01F9/08@A,D06M11/38,D06M11/77,B01D53/86,245,B01D53/86,243,B01D53/86,222,B01D53/86,212,B01D53/86,270,B01D53/86,250,B01D53/86,280,B01D53/56,B01D53/62,B01D53/64,B01J20/04@A,B01J20/16","(57)【要約】
少なくとも５ｍ２／ｇの表面積を有する無機繊維と、無<BR>機繊維に組み込まれた、および／または無機繊維の少な<BR>くとも一部に適用された活性剤とを含む組成物。組成物<BR>を含む製品には、繊維集合体、複合材料、フィルター要<BR>素、触媒要素、排気ガス処理装置および他の排気システ<BR>ム構成要素、ならびに紙が含まれ得る。
【選択図】図６
","特表2021-519872","","","拒絶2023-009448","","査定不服","手続補正","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2021-519872/A85EB67491B87FC46962FE5CFF9008B65784D54ED162C10A82CA91631118DAF4/11/ja"
"特開2019-172595","特願2018-060571","2018/03/27","2019/10/10","燃焼排ガス中の二酸化炭素のメタン化方法及びメタン製造設備","大阪瓦斯株式会社","C07C1/12,B01D53/14,210,B01D53/14,220,B01J23/755@Z,B01J23/46,301@Z,B01J23/46,311@Z,C07C9/04,C07B61/00,300","(57)【要約】
【課題】本発明は、燃焼排ガス中に含まれる二酸化炭素<BR>を分離して水素と反応させることによりメタンを得るメ<BR>タン化に際し、燃焼排ガス中に含まれ、メタン化触媒の<BR>触媒毒となる二酸化硫黄の濃度を抑制できる技術を提供<BR>することを目的とする。
【解決手段】メタン化方法は、ａ）燃焼排ガス１０１を<BR>二酸化炭素吸収材に接触させて燃焼排ガス１０１中の二<BR>酸化炭素を吸収させる工程と、ｂ）二酸化炭素を吸収し<BR>た二酸化炭素吸収材を加熱して二酸化炭素を主成分とす<BR>るガス２０１を取り出す工程と、ｃ）二酸化炭素を主成<BR>分とするガス２０１に第一の量の水素２０３を添加した<BR>ガス２０５を、脱硫剤を充填した脱硫器２３に通じて、<BR>ガス２０５中の硫黄化合物を除去する工程と、ｄ）硫黄<BR>化合物を除去する工程を経たガス２０６に第二の量の水<BR>素２０４を添加し、メタン化触媒に通じたメタン化反応<BR>によりメタンに変換する工程と、を少なくとも含む。
【選択図】図１
","特開2019-172595","","特許6956665","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-172595/153B96770024E624AB85E74B957E88D1AFE6DAE9E85592064271027AB019517C/11/ja"
"特開2019-172532","特願2018-064813","2018/03/29","2019/10/10","精製ガスの製造装置および精製ガスの製造方法","エア・ウォーター株式会社","C01B23/00@F,B01D53/04,110,B01D53/14,311,B01D53/26,231,B01D53/28,C01B21/04@R,B01J23/44@M","(57)【要約】
【課題】原料ガスが不純物として少なくとも可燃成分を<BR>含む際に、コストが削減された精製ガスの製造装置およ<BR>び精製ガスの製造方法を提供すること。
【解決手段】原料ガス中の少なくとも可燃成分を酸素存<BR>在下で触媒反応に供するための触媒塔と、触媒塔を経た<BR>原料ガス中の少なくとも水分および酸素を除去し、精製<BR>ガスを得るための精製塔を備え、精製塔は第１領域およ<BR>び第２領域を含み、第１領域は原料ガス中の少なくとも<BR>水分を吸着除去する領域であり、第２領域は第１領域を<BR>経た原料ガス中の少なくとも酸素を除去し、精製ガスを<BR>得る領域である精製ガスの製造装置ならびに、精製ガス<BR>の製造方法が提供される。
【選択図】図１
","特開2019-172532","","特許6695375","拒絶2020-002546","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-172532/2FE099EA263DFCA83D90A5984E6BF6C5E85EC9E6A74B7416A29519A9D5BC3726/11/ja"
"特開2019-171378","特願2019-087412","2019/05/07","2019/10/10","リッチ／リーン溶剤再生のためのストリッパー供給構成の最適化","ダウ　グローバル　テクノロジーズ　エルエルシー","B01D53/14,220,C10L3/10,C10K1/16","(57)【要約】      （修正有）
【課題】流体流から汚染物質を除去するために使用され<BR>る溶剤を再生するための改善されたプロセス、及び流体<BR>流を処理するための工場の提供。
【解決手段】リッチ溶剤ストリッパーカラム２９、再沸<BR>器５０、凝縮器３６、及び還流受器３８を備える溶剤再<BR>生システム１０を含み、凝縮されたストリッパーガスの<BR>少なくとも一部を、リッチ溶剤のストリッパーカラム２<BR>９への供給場所２７より下、かつ再沸器からの凝縮可能<BR>なストリッピングガスの帰還場所５３より上の帰還場所<BR>４６において導入するステップを有するプロセス。
【選択図】図２
","特開2019-171378","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-171378/53760FBCA2B85F6898263DFEAB16EC28FF47210C7EB16974A4E021B2B172BA07/11/ja"
"特開2019-171255","特願2018-060923","2018/03/27","2019/10/10","酸性ガス分離装置及び酸性ガス分離方法","国立研究開発法人産業技術総合研究所,国立大学法人東北大学","B01D53/18,150,B01D53/62,B01D53/78,B01D53/96,B01D53/46,B01D53/48,B01D53/50,260,B01D53/52,220,B01D53/54,B01D53/56,200,B01D53/68,120,B01D53/72,200,B01D53/14,220,B01D53/14,210,C01B32/50","(57)【要約】
  【課題】高効率かつ簡便に混合ガスから酸性ガスを分<BR>離することができる酸性ガス分離装置を提供する。
  【解決手段】酸性ガス分離装置１００は、酸性ガス５<BR>２を含有する混合ガス５０を供給するガス供給部１０と<BR>、混合ガス５０に向けてイオン液体６０を静電噴霧し、<BR>酸性ガス５２をイオン液体６０に吸収させる静電噴霧部<BR>２０と、を備える。
【選択図】図１
","特開2019-171255","","特許7143999","拒絶2022-011142","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-171255/2F7ED22B3901FF64726B0FA88F9E75A4620358EDF684FC1353CE8C0AD332FF7A/11/ja"
"特開2019-167424","特願2018-055233","2018/03/22","2019/10/03","ガス化装置、有機物質製造装置、合成ガスの製造方法および有機物質の製造方法","積水化学工業株式会社","C10J3/62,C12M1/00@Z,C12P7/06,C12P7/18,B09B3/00,302@F,B01D53/22,B01D53/047,B01D53/14,220,C10J3/72@E,B09B3/40,B09B101:25,B09B101:70,B09B101:75,B09B101:80,B09B101:85","(57)【要約】
【課題】不純物が少なくて一酸化炭素濃度が高い合成ガ<BR>スを安定的に供給出来るガス化装置を提供する。
【解決手段】ガス化装置２０は、有機化合物を含む廃棄<BR>物ｗをガス化して一酸化炭素を主とする合成ガスｓｇを<BR>生成するための装置である。ガス化装置２０は、廃棄物<BR>ｗを、可燃性ガスｃｇと未燃の炭化物Ｃとに分離する熱<BR>分解炉３０と、可燃性ガスを燃焼させて二酸化炭素を主<BR>とする不燃性ガスｉｇを生成する燃焼炉４０と、炭化物<BR>と不燃性ガスを反応させて一酸化炭素を主とする合成ガ<BR>スを生成する改質炉６０と、を有する。
【選択図】図１
","特開2019-167424","","特許7117118","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-167424/1904EE9A97658E0270F8F52D361FDA336D72F8F83EE3C50D102ABCF42CA006FD/11/ja"
"特開2019-162628","特願2019-087171","2019/05/02","2019/09/26","燃焼ガスからの集積二酸化炭素ガス分離の為のプロセス","インヴェンティス　サーマル　テクノロジーズ　インコーポレイテッド,スヴァンテ　インコーポレイテッド","B01D53/62,B01D53/82,B01D53/96,C01B32/50","(57)【要約】      （修正有）
【課題】化石燃料燃焼プロセスへの統合が可能な、二酸<BR>化炭素及び水分を含む燃焼ガス流の一部を燃料燃焼炉か<BR>ら分離する集積吸着ガス分離法の提供。
【解決手段】燃焼ガス流を形成する工程、二酸化炭素成<BR>分吸着ガス分離システムへの燃焼ガス流の流入工程、吸<BR>着剤接触器への燃焼ガス流の流入工程、燃焼ガス流の二<BR>酸化炭素成分の一部の吸着工程、第１生成物流の吸着剤<BR>接触器からの回収工程、脱離流体流の吸着剤接触器への<BR>流入工程、吸着された二酸化炭素成分の第１部分を脱離<BR>する工程、第２の生成物流の吸着剤接触器からの回収工<BR>程、調節流を吸着剤接触器に入れる工程、吸着された二<BR>酸化炭素成分の第２部分を脱離する工程、第２の生成物<BR>流の一部を圧縮システム内の凝縮器に流入させ、水分の<BR>一部を分離し圧縮凝縮物流を形成する工程、及び、圧縮<BR>凝縮物流をＨＲＳＧの熱交換導管又は補助熱交換器に流<BR>入させ脱離流体流を形成する工程を含む、集積吸着ガス<BR>分離法。
【選択図】図１
","特開2019-162628","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-162628/2D739161F11C2A32B55E4AFF3EC5F6C281E6F4E27609F6DEB32785DB73B592BF/11/ja"
"特開2019-162084","特願2018-052980","2018/03/20","2019/09/26","ガス供給装置及び植物栽培システム","国立大学法人九州大学","A01G7/02,A01G9/18,B01D53/62,B01D53/60,B01D53/82","(57)【要約】
【課題】シンプルな装置構成で、植物の生育環境に適し<BR>たガスを供給することが可能な植物栽培用のガス供給装<BR>置を提供すること。
【解決手段】植物栽培用のガス供給装置１００は、二酸<BR>化炭素と水の吸収及び放出を、それぞれの分圧に応じて<BR>可逆的に行う材料を収容する収容部１２と、収容部１２<BR>に、二酸化炭素及び水を含む第１ガスと、第１ガスより<BR>も二酸化炭素の分圧が低い第２ガスと、を切り替え可能<BR>に導入するガス導入部１４と、ガス導入部１４から第２<BR>ガスが導入されている間に、第２ガスよりも二酸化炭素<BR>の濃度及び相対湿度が高い第３ガスを排出するガス排出<BR>部１６と、を備える。
【選択図】図１
","特開2019-162084","","特許7112063","","","特許 有効","出願人・権利者等の変更申請","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-162084/32274F6363556F99B6109EB4007C7FB0DE1B6A698A84816B511DF97B838946B4/11/ja"
