"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特表2008-527295","特願2007-549939","2006/01/06","2006/07/13","深冷空気分離装置への導入に先立って空気を前処理する方法、および対応する装置","レール・リキード・ソシエテ・アノニム・プール・レテュード・エ・レクスプロワタシオン・デ・プロセデ・ジョルジュ・クロード","B01D53/14,102,F25J3/04@Z,F25J3/08,B01D53/14,210","(57)【要約】
  本発明は深冷空気分離装置に導入するに先立って空気<BR>を前処理する方法、および対応する装置に関する。水（<BR>１２）との直接熱交換によってＣＯ２を含有する空気（<BR>４）を冷却する方法において、用いられる水の酸塩基平<BR>衡を、水のｐＨが７を上回り、水が空気中に含まれるＣ<BR>Ｏ２の殆どの部分を吸収するように変更する。
【選択図】      図１
","特表2008-527295","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-527295/4BEC6BF2F838B8FD586E1FD5711979A3F13FEFFB5C45682A50227ADD2ACF7B74/11/ja"
"特開2006-175404","特願2004-373579","2004/12/24","2006/07/06","空気浄化装置","株式会社都市樹木再生センター","B01D53/34,129@Z,B01D53/34,135@Z,B01D53/34,B01D53/56,B01D53/62,B01D53/75,B01D53/81,B01D53/82,B01D53/92,222,B01D53/92,240,B01D53/92,310,B01D53/92,350,B01D53/92,352","(57)【要約】
【課題】
  周辺環境に配慮した上で空気中の有害物質を浄化する<BR>。
【解決手段】
  空気中の二酸化窒素ＮＯ２を分解する浄化ユニット３<BR>と、前記浄化ユニット３の分解反応によって生成した硝<BR>酸ＨＮＯ３を吸着する吸着ユニット３とを備え、前記吸<BR>着ユニット３を、前記浄化ユニット３の下方に配した。
【選択図】    図２
","特開2006-175404","","特許4774208","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2006-175404/6B795D5B3542F1A41D148F21E4E3FC0B4455E3716A3A1DC3394EDA8F93C5A2A0/11/ja"
"特開2006-169476","特願2004-367605","2004/12/20","2006/06/29","製油所水素製造装置の生成ガスからの一酸化炭素分離回収方法。","小川　昌弘","B01D53/14@C,B01D53/22,C01B3/56@Z,C01B3/56,C01B31/18@B,C10K1/00,C10K1/18,C10K1/20,B01D53/14,200,C01B32/40","(57)【要約】
【課題】石油精製装置の水素製造装置のリフォーマーに<BR>て副生する一酸化炭素は、脱硫装置触媒との関係では二<BR>酸化炭素ガスに副生し、この二酸化炭素は約半分はドラ<BR>イアイス原料とし半分は大気放出されている。
【解決手段】
石油精製装置の水素製造装置のリフォーマーの生成ガス<BR>から、副生一酸化炭素を水素、メタンガスから分離し回<BR>収するに際して、前記リフォーマー生成ガスを膜分離装<BR>置と複数段の蒸留塔に順次供給し、上流の蒸留塔をメタ<BR>ン吸収塔とし、下流の蒸留塔をリーンオイル再生塔とし<BR>、リーンオイル再生塔の塔底液(リーンオイル)を、メタ<BR>ン吸収塔の塔頂へ循環しながら、一酸化炭素ガスとメタ<BR>ンガスを分離回収する。
【選択図】図3
","特開2006-169476","","特許4556175","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2006-169476/394FD881DCEA31862555602EAFB762D62905E6B3A6A0EEED8C0B7BB0900E6D0B/11/ja"
"特開2006-167520","特願2004-360528","2004/12/13","2006/06/29","吸収液、吸収液を用いたガス中のＣＯ２又はＨ２Ｓ除去装置及び方法","三菱重工業株式会社,関西電力株式会社","B01D53/14,102,B01D53/34,127@B,B01D53/34,135@Z,B01D53/34,B01D53/14,210,B01D53/52,220,B01D53/62,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
【課題】ガス中に含まれるＣＯ2又はＨ2Ｓ又はその双方の除去を、コンパクトでかつ省エ<BR>ネルギーな回収装置で除去できる、吸収液、 吸収液を用いたＣＯ2又はＨ2Ｓ又はその双<BR>方の除去装置及び方法を提供する。
【解決手段】本発明にかかる吸収液は、ガス中のＣＯ2又はＨ2Ｓ又はその双方を吸収する<BR>吸収液であって、第１の化合物成分であるアルカノールアミンと、分子内に１級、２級、<BR>３級の窒素を２つ以上有する含窒素化合物、又は全て有する含窒素化合物からなる第２の<BR>成分とを含むものであり、これにより、同重量％濃度のアルカノールアミンおよび含窒素<BR>化合物単独の水溶液に比べて優れた吸収容量性能・吸収反応熱性能を示し、ガス中のＣＯ<BR>2又はＨ2Ｓ又はその双方を少ないエネルギーで回収できる。
【選択図】        なし
","特開2006-167520","","特許5039276","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2006-167520/6513D18B5652E0DDD6491D6C8B267FF728BCD4676C30D3BBEBF9E650D069EE12/11/ja"
"特開2006-150298","特願2004-347844","2004/11/30","2006/06/15","吸収液、吸収液を用いたＣＯ２又はＨ２Ｓ除去装置及び方法","三菱重工業株式会社","B01D53/14,102,B01D53/34,127@B,B01D53/34,135@Z,B01D53/34,B01D53/14,210,B01D53/52,220,B01D53/62,B01D53/78,B01D53/96","(57)【要約】
【課題】燃焼排ガス中のＣＯ2又はＨ2Ｓの除去を、コンパクトでかつ省エネルギーな回収<BR>装置で除去できる、吸収液、吸収液を用いたＣＯ2又はＨ2Ｓ除去装置及び方法を提供する<BR>。
【解決手段】ガス中のＣＯ2又はＨ2Ｓを吸収する吸収液を、分子内に１級、２級、３級の<BR>窒素を２つ以上又は全て有するアミン化合物または、その混合物を含んで構成する。また<BR>、前記アミン化合物に加えて、窒素を環内に有する環状アミン系化合物を助剤として含ん<BR>で構成する。
【選択図】        なし
","特開2006-150298","","","拒絶2011-012352","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2006-150298/379818D095613712B9C7063F20E77346D208EC8A2EB67C86421A62B5C65B6C06/11/ja"
"特開2006-150232","特願2004-344724","2004/11/29","2006/06/15","二酸化炭素固定システムおよび二酸化炭素固定方法","株式会社東芝","B01D53/34,135@Z,C01B31/20@Z,C01D7/10,C01F11/18@Z,B01D53/62,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
【課題】発電用ボイラのスチームを用いずに吸収液を再<BR>生することができ、単に二酸化炭素を回収するのではな<BR>く、二酸化炭素を有用な物質の生成に利用して固定する<BR>ことができる二酸化炭素固定システムおよび二酸化炭素<BR>固定固定方法を提供すること目的とする。
【解決手段】吸収塔１６から排出される吸収液２０を、<BR>貯留槽１８を介して吸収塔１６に還流させ、排ガス１９<BR>と吸収液２０とを気液接触させて、吸収液２０の水素イ<BR>オン指数が所定の値となった場合に、吸収液２０にアル<BR>カリ水３０を混入して、炭酸塩水２７を生成する。そし<BR>て、炭酸塩水２７に水酸化カルシウム水２８を混入し、<BR>炭酸カルシウム２９を析出させる。これによって、単に<BR>二酸化炭素を回収するのではなく、二酸化炭素を有用な<BR>炭酸カルシウムの生成に利用して固定することができる<BR>。
【選択図】図１
","特開2006-150232","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2006-150232/1F9F49136356E0F039B7613BC3888BA850D50F77AEEEE3E93850F33769E0010D/11/ja"
"特開2006-137620","特願2004-326330","2004/11/10","2006/06/01","排ガス中の二酸化炭素の回収システムおよび回収方法","株式会社東芝","B01D53/34,135@Z,B09B3/00,304@G,C01B3/02@H,C01B7/01@A,C01B31/20@B,C01F11/18@B,C02F1/58@H,C25B1/34,B01D53/62,B01D53/78,B01D53/96,C01B32/50,B09B3/80,B09B101:30","(57)【要約】
【課題】塩水の電気分解によって生成された水素ガスを<BR>水素ガスとして有効利用が可能であり、生成された塩素<BR>ガスを有効に消費可能である排ガス中の二酸化炭素の回<BR>収システムおよび回収方法を提供すること目的とする。
【解決手段】塩水を電気分解して、水素、塩素および水<BR>酸化ナトリウム水のそれぞれに分離する電気分解装置１<BR>００と、排ガス中の二酸化炭素を回収するとともに、電<BR>気分解装置１００によって生成された水酸化ナトリウム<BR>水とからアルカリ溶液を生成する二酸化炭素回収装置２<BR>００と、電気分解装置１００によって分離された塩素を<BR>用いて生成された次亜塩素酸水によって、焼却灰からカ<BR>ルシウムを回収し、アルカリ溶液の一部とを用いて炭酸<BR>カルシウムを生成するカルシウム回収装置３００とを具<BR>備する。
【選択図】図１
","特開2006-137620","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2006-137620/FD7F95DB8BC9F8786BE0BFFB1D33FCE2DB46B87FF2EE115E3958C45DBD8D9CDC/11/ja"
"特開2006-136885","特願2005-328792","2005/11/14","2006/06/01","部分再生吸収剤溶液によるガス脱酸方法","イエフペ　エネルジ　ヌヴェル","B01D53/14@C,B01D53/14,102,B01D53/14,103,C10K1/12,C10K1/14,C10L3/00@B,C10L3/10,B01D53/14,200,B01D53/14,210,B01D53/14,220","(57)【要約】
【課題】ガス脱酸方法を提供し、かつ酸性化合物を豊富<BR>に含んだ吸収剤溶液の再生に要するエネルギー量の低減<BR>を提供すること。
【解決手段】ライン１を通って流入するガス状流出物が<BR>、吸収帯域ＺＡにおいて、ライン９を通って流入する液<BR>体の吸収剤溶液と接触される。酸性化合物を非常に減少<BR>させたガス状流出物はライン２を通って排出される。酸<BR>性化合物を豊富に含んだ吸収剤溶液は、ライン３を通っ<BR>て排出される。
  酸性化合物を一旦豊富に含んだ吸収剤溶液は、２つの<BR>相：酸性化合物に乏しい第１相、および酸性化合物に富<BR>む第２相を含む。帯域ＺＳ内で、この２つの相を分離さ<BR>せる。第１相は、ライン５および９を通って吸収帯域Ｚ<BR>Ａに再循環される。
  第２相はライン４を通って再生帯域ＺＲ中に供給する<BR>。帯域ＺＲ内において、酸性化合物を吸収剤溶液から分<BR>離させる。酸性化合物はライン７を通って排出される。<BR>再生された吸収剤溶液は、ライン６および９を通って帯<BR>域ＺＡに再循環される。
","特開2006-136885","","特許4913390","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2006-136885/227CF7D351B94A072EE488B0B9F4A1FA06DA68D8A38E5E65883A94939EF22E07/11/ja"
"特表2008-517216","特願2007-537829","2005/10/12","2006/04/27","排気ガスからのＣＯ２の除去及び回収方法","ノルスク・ヒドロ・アーエスアー","C01B31/20@B,F02C3/24@Z,F02C6/00@B,F02C6/00@Z,F02C6/18@Z,F02C7/00@B,C01B32/50","(57)【要約】
本発明は、その場所で便利であるような、ＣＯ2の貯留のための化学的吸収及び脱着によ<BR>るガスタービンベースの電力及び熱発生プロセス（主電源プロセス）からの排気ガスから<BR>のＣＯ2の除去及び回収方法に関する。上記主電源プロセスからの排気ガスは、冷却され<BR>た後に、二次ガスタービンベースの電力及び熱発生プロセス（二次電源プロセス）に供給<BR>され、ここで、上記排気ガスは高圧に圧縮されて、上記二次電源プロセスにおける二次ガ<BR>スタービン燃焼室中で酸化剤として用いられる。上記二次プロセスからのその結果生じる<BR>熱排気ガスは、発電機に接続されたタービンに更に供給されて、ここで、排気ガスが周囲<BR>圧近くに減圧された後、熱回収プロセスに入り、ここで、排気ガスは冷却され、ＣＯ2の<BR>捕獲のためにＣＯ2分離プロセスに更に供給される。
","特表2008-517216","","","拒絶2011-025021","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2008-517216/C859B6D3B293286F7BC773826B642CF3E278815971720B2AD6F8D7CC113D0B7E/11/ja"
"特開2006-111768","特願2004-301790","2004/10/15","2006/04/27","廃棄物ガス化処理装置の操業方法","ＪＦＥエンジニアリング株式会社","B01D53/14,102,B09B3/00,302@C,B09B3/00,302@E,B09B3/00,302@Z,B82Y30/00,B82Y99/00,C01B3/32@Z,C10K1/16,B01D53/14,210,B09B3/40,B09B101:25,B09B101:85","(57)【要約】
【課題】廃棄物を還元性雰囲気下でガス化して得られる生成ガスから硫化水素及び硫化カ<BR>ルボニルなどの硫黄化合物を経済的かつ効率的に除去すること。
【解決手段】廃棄物を還元性雰囲気下でガス化改質する廃棄物ガス化処理装置の操業方法<BR>であって、該ガス化改質によって生成した生成ガス中の硫化水素分を除去した後に、該生<BR>成ガスから少なくとも硫化カルボニルを除去し、該除去によって得られた硫黄および／又<BR>は硫黄化合物を該廃棄物ガス化処理装置のガス化部および／またはその前後の高温部に導<BR>入することを特徴とする廃棄物ガス化処理装置の操業方法。
【選択図】  なし
","特開2006-111768","","特許4507276","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2006-111768/58BDC66129A88E666713335EDBAEAA52C2F02490DCEFA05361E356F37DC67153/11/ja"
